01 - Rental Details Rental ID,01 - Rental Details Local Start Time,01 - Rental Details Local End Time,01 - Rental Details Bike ID,01 - Rental Details Duration In Seconds Uncapped,03 - Rental Start Station ID,03 - Rental Start Station Name,02 - Rental End Station ID,02 - Rental End Station Name,User Type,Member Gender,05 - Member Details Member Birthday Year
22207298,2019-04-03 19:01:22,2019-04-03 19:29:08,3188,"1,666.0",229,Southport Ave & Roscoe St,229,Southport Ave & Roscoe St,Customer,,
22207299,2019-04-03 19:01:24,2019-04-03 19:20:08,1961,"1,124.0",85,Michigan Ave & Oak St,143,Sedgwick St & Webster Ave,Subscriber,Female,1981
22207300,2019-04-03 19:01:25,2019-04-03 19:44:36,2489,"2,591.0",3,Shedd Aquarium,341,Adler Planetarium,Customer,Female,1998
22207301,2019-04-03 19:01:31,2019-04-03 19:20:51,4381,"1,160.0",150,Fort Dearborn Dr & 31st St,405,Wentworth Ave & 35th St,Subscriber,Male,1986
22207302,2019-04-03 19:01:33,2019-04-03 19:13:12,3445,699.0,217,Racine Ave (May St) & Fulton St,110,Dearborn St & Erie St,Subscriber,Male,1992
22207303,2019-04-03 19:01:35,2019-04-03 19:26:10,4780,"1,475.0",40,LaSalle St & Adams St,237,MLK Jr Dr & 29th St,Subscriber,Male,1991
22207304,2019-04-03 19:01:37,2019-04-03 19:23:16,4164,"1,299.0",77,Clinton St & Madison St,61,Wood St & Milwaukee Ave,Subscriber,Male,1991
22207305,2019-04-03 19:01:52,2019-04-03 19:07:07,2393,315.0,331,Halsted St & Clybourn Ave (*),225,Halsted St & Dickens Ave,Subscriber,Male,1983
22207306,2019-04-03 19:01:56,2019-04-03 19:44:42,4825,"2,566.0",3,Shedd Aquarium,341,Adler Planetarium,Customer,Female,1996
22207307,2019-04-03 19:01:54,2019-04-03 19:16:24,2406,870.0,210,Ashland Ave & Division St,71,Morgan St & Lake St,Subscriber,Female,1980
22207308,2019-04-03 19:02:01,2019-04-03 19:04:43,2768,162.0,161,Rush St & Superior St,211,St. Clair St & Erie St,Subscriber,Male,1953
22207309,2019-04-03 19:02:04,2019-04-03 19:05:18,314,194.0,210,Ashland Ave & Division St,17,Honore St & Division St,Subscriber,Male,1994
22207310,2019-04-03 19:02:05,2019-04-03 19:16:39,4830,874.0,100,Orleans St & Merchandise Mart Plaza,198,Green St & Madison St,Subscriber,Male,1980
22207311,2019-04-03 19:02:09,2019-04-03 19:37:20,4320,"2,111.0",196,Cityfront Plaza Dr & Pioneer Ct,257,Lincoln Ave & Waveland Ave,Subscriber,Male,1990
22207312,2019-04-03 19:02:16,2019-04-03 19:08:45,6227,389.0,49,Dearborn St & Monroe St,198,Green St & Madison St,Subscriber,Male,1984
22207313,2019-04-03 19:02:14,2019-04-03 19:29:28,3195,"1,634.0",324,Stockton Dr & Wrightwood Ave,329,Lake Shore Dr & Diversey Pkwy,Subscriber,Male,1986
22207315,2019-04-03 19:02:32,2019-04-03 19:04:09,5870,97.0,48,Larrabee St & Kingsbury St,364,Larrabee St & Oak St,Subscriber,Male,1967
22207316,2019-04-03 19:02:34,2019-04-03 19:05:10,2942,156.0,174,Canal St & Madison St,66,Clinton St & Lake St,Subscriber,Male,1972
22207317,2019-04-03 19:02:35,2019-04-03 19:07:51,6386,316.0,163,Damen Ave & Clybourn Ave,308,Seeley Ave & Roscoe St,Subscriber,Female,1991
22207318,2019-04-03 19:02:35,2019-04-03 19:07:07,4887,272.0,86,Eckhart Park,210,Ashland Ave & Division St,Subscriber,Female,1994
22207320,2019-04-03 19:02:50,2019-04-03 19:19:12,5875,982.0,35,Streeter Dr & Grand Ave,90,Millennium Park,Customer,,
22207321,2019-04-03 19:02:58,2019-04-03 19:05:03,4574,125.0,226,Racine Ave & Belmont Ave,154,Southport Ave & Belmont Ave,Subscriber,Male,1993
22207322,2019-04-03 19:03:08,2019-04-03 19:11:38,2202,510.0,471,Francisco Ave & Foster Ave,239,Western Ave & Leland Ave,Subscriber,Male,1950
22207323,2019-04-03 19:03:11,2019-04-03 19:23:20,2623,"1,209.0",346,Ada St & Washington Blvd,236,Sedgwick St & Schiller St,Subscriber,Male,1992
22207326,2019-04-03 19:03:17,2019-04-03 19:19:01,4560,944.0,35,Streeter Dr & Grand Ave,90,Millennium Park,Customer,,
22207327,2019-04-03 19:03:24,2019-04-03 19:22:24,3842,"1,140.0",459,Lakefront Trail & Bryn Mawr Ave,453,Clark St & Schreiber Ave,Subscriber,Female,1977
22207328,2019-04-03 19:03:24,2019-04-03 19:19:40,4073,976.0,303,Broadway & Cornelia Ave,302,Sheffield Ave & Wrightwood Ave,Customer,,
22207329,2019-04-03 19:03:31,2019-04-03 19:10:19,5625,408.0,304,Broadway & Waveland Ave,347,Ashland Ave & Grace St,Subscriber,Female,1987
22207330,2019-04-03 19:03:37,2019-04-03 19:19:36,2400,959.0,176,Clark St & Elm St,327,Sheffield Ave & Webster Ave,Customer,,
22207331,2019-04-03 19:03:36,2019-04-03 19:19:46,2882,970.0,303,Broadway & Cornelia Ave,302,Sheffield Ave & Wrightwood Ave,Customer,,
22207332,2019-04-03 19:03:47,2019-04-03 19:17:40,2445,833.0,317,Wood St & Taylor St,128,Damen Ave & Chicago Ave,Subscriber,Female,1992
22207333,2019-04-03 19:03:49,2019-04-03 19:11:39,5128,470.0,194,Wabash Ave & Wacker Pl,110,Dearborn St & Erie St,Subscriber,Male,1992
22207335,2019-04-03 19:03:47,2019-04-03 19:13:03,3579,556.0,35,Streeter Dr & Grand Ave,172,Rush St & Cedar St,Subscriber,Male,1962
22207336,2019-04-03 19:03:53,2019-04-03 19:11:11,5480,438.0,125,Rush St & Hubbard St,99,Lake Shore Dr & Ohio St,Subscriber,Male,1958
22207337,2019-04-03 19:03:52,2019-04-03 19:08:47,3422,295.0,106,State St & Pearson St,47,State St & Kinzie St,Customer,,
22207338,2019-04-03 19:03:51,2019-04-03 19:23:15,1931,"1,164.0",35,Streeter Dr & Grand Ave,138,Clybourn Ave & Division St,Customer,,
22207340,2019-04-03 19:04:06,2019-04-03 19:11:14,880,428.0,156,Clark St & Wellington Ave,304,Broadway & Waveland Ave,Subscriber,Male,1979
22207341,2019-04-03 19:04:18,2019-04-03 19:08:11,3490,233.0,240,Sheridan Rd & Irving Park Rd,312,Clarendon Ave & Gordon Ter,Subscriber,Female,1990
22207342,2019-04-03 19:04:22,2019-04-03 19:20:41,1927,979.0,364,Larrabee St & Oak St,117,Wilton Ave & Belmont Ave,Subscriber,Male,1967
22207343,2019-04-03 19:04:29,2019-04-03 19:11:20,4638,411.0,86,Eckhart Park,657,Wood St & Augusta Blvd,Subscriber,Male,1990
22207346,2019-04-03 19:04:52,2019-04-03 19:07:15,6454,143.0,56,Desplaines St & Kinzie St,84,Milwaukee Ave & Grand Ave,Subscriber,Male,1986
22207347,2019-04-03 19:04:57,2019-04-03 19:22:42,3881,"1,065.0",118,Sedgwick St & North Ave,250,Ashland Ave & Wellington Ave,Subscriber,Male,1981
22207348,2019-04-03 19:04:58,2019-04-03 19:18:25,6030,807.0,20,Sheffield Ave & Kingsbury St,115,Sheffield Ave & Wellington Ave,Subscriber,Female,1983
22207349,2019-04-03 19:05:02,2019-04-03 19:10:18,4356,316.0,286,Franklin St & Quincy St,164,Franklin St & Lake St,Subscriber,Female,1990
22207350,2019-04-03 19:05:10,2019-04-03 19:20:53,6364,943.0,226,Racine Ave & Belmont Ave,118,Sedgwick St & North Ave,Subscriber,Male,1994
22207351,2019-04-03 19:05:13,2019-04-03 19:18:38,6256,805.0,227,Southport Ave & Waveland Ave,344,Ravenswood Ave & Lawrence Ave,Subscriber,Female,1990
22207353,2019-04-03 19:05:16,2019-04-03 19:10:40,1826,324.0,134,Peoria St & Jackson Blvd,22,May St & Taylor St,Subscriber,Male,1984
22207354,2019-04-03 19:05:17,2019-04-03 19:09:48,2029,271.0,627,LaSalle Dr & Huron St (*),23,Orleans St & Elm St (*),Subscriber,Male,1994
22207355,2019-04-03 19:05:19,2019-04-03 19:16:58,2764,699.0,89,Financial Pl & Ida B Wells Dr (Temp),273,Michigan Ave & 18th St,Subscriber,Male,1975
22207357,2019-04-03 19:05:25,2019-04-03 19:12:52,2479,447.0,293,Broadway & Wilson Ave,245,Clarendon Ave & Junior Ter,Subscriber,Male,1972
22207358,2019-04-03 19:05:26,2019-04-03 19:10:49,6247,323.0,307,Southport Ave & Clybourn Ave,223,Clifton Ave & Armitage Ave,Subscriber,Female,1992
22207359,2019-04-03 19:05:36,2019-04-03 19:08:03,680,147.0,406,Lake Park Ave & 35th St,406,Lake Park Ave & 35th St,Customer,,
22207360,2019-04-03 19:05:39,2019-04-03 19:10:19,3668,280.0,320,Loomis St & Lexington St,241,Morgan St & Polk St,Subscriber,Male,1994
22207361,2019-04-03 19:05:53,2019-04-03 19:15:42,2119,589.0,257,Lincoln Ave & Waveland Ave,664,Leavitt St & Belmont Ave (*),Customer,Male,1988
22207362,2019-04-03 19:05:58,2019-04-03 19:10:50,5439,292.0,128,Damen Ave & Chicago Ave,130,Damen Ave & Division St,Subscriber,Female,1991
22207365,2019-04-03 19:06:11,2019-04-03 19:15:46,5847,575.0,196,Cityfront Plaza Dr & Pioneer Ct,174,Canal St & Madison St,Subscriber,Male,1972
22207366,2019-04-03 19:06:12,2019-04-03 19:14:08,6304,476.0,80,Aberdeen St & Monroe St,19,Loomis St & Taylor St (*),Subscriber,Male,1990
22207367,2019-04-03 19:06:13,2019-04-03 19:17:38,6295,685.0,325,Clark St & Winnemac Ave,306,Sheridan Rd & Buena Ave,Subscriber,Male,1991
22207368,2019-04-03 19:06:23,2019-04-03 19:38:17,4588,"1,914.0",47,State St & Kinzie St,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1993
22207369,2019-04-03 19:06:27,2019-04-03 19:19:40,5676,793.0,303,Broadway & Cornelia Ave,302,Sheffield Ave & Wrightwood Ave,Customer,,
22207370,2019-04-03 19:06:29,2019-04-03 19:27:08,1468,"1,239.0",287,Franklin St & Monroe St,288,Larrabee St & Armitage Ave,Subscriber,Male,1989
22207371,2019-04-03 19:06:32,2019-04-03 19:08:30,2562,118.0,61,Wood St & Milwaukee Ave,333,Ashland Ave & Blackhawk St,Subscriber,Male,1988
22207372,2019-04-03 19:06:33,2019-04-03 20:57:40,2972,"6,667.0",150,Fort Dearborn Dr & 31st St,150,Fort Dearborn Dr & 31st St,Customer,,
22207373,2019-04-03 19:06:42,2019-04-03 20:57:34,693,"6,652.0",150,Fort Dearborn Dr & 31st St,150,Fort Dearborn Dr & 31st St,Customer,,
22207374,2019-04-03 19:06:45,2019-04-03 19:22:27,5468,942.0,107,Desplaines St & Jackson Blvd,47,State St & Kinzie St,Subscriber,Male,1977
22207375,2019-04-03 19:06:45,2019-04-03 19:14:14,3494,449.0,432,Clark St & Lunt Ave,467,Western Ave & Lunt Ave,Subscriber,Male,1971
22207378,2019-04-03 19:07:02,2019-04-03 19:17:08,1954,606.0,49,Dearborn St & Monroe St,255,Indiana Ave & Roosevelt Rd,Subscriber,Male,1989
22207379,2019-04-03 19:07:00,2019-04-03 19:12:18,2858,318.0,320,Loomis St & Lexington St,342,Wolcott Ave & Polk St,Subscriber,Male,1995
22207380,2019-04-03 19:07:05,2019-04-03 19:09:49,249,164.0,59,Wabash Ave & Roosevelt Rd,72,Wabash Ave & 16th St,Subscriber,Male,1983
22207381,2019-04-03 19:07:17,2019-04-03 19:10:56,4887,219.0,210,Ashland Ave & Division St,350,Ashland Ave & Chicago Ave,Subscriber,Male,1995
22207383,2019-04-03 19:07:38,2019-04-03 19:15:45,3341,487.0,190,Southport Ave & Wrightwood Ave,332,Burling St (Halsted) & Diversey Pkwy (Temp),Subscriber,Male,1994
22207385,2019-04-03 19:07:50,2019-04-03 19:21:57,4890,847.0,657,Wood St & Augusta Blvd,113,Bissell St & Armitage Ave,Subscriber,Male,1989
22207386,2019-04-03 19:07:51,2019-04-03 19:21:13,3265,802.0,41,Federal St & Polk St,14,Morgan St & 18th St,Subscriber,Male,1991
22207387,2019-04-03 19:07:52,2019-04-03 19:16:32,2401,520.0,133,Kingsbury St & Kinzie St,233,Sangamon St & Washington Blvd (*),Subscriber,Female,1987
22207389,2019-04-03 19:07:56,2019-04-03 19:10:59,2952,183.0,69,Damen Ave & Pierce Ave,159,Claremont Ave & Hirsch St,Subscriber,Male,1993
22207390,2019-04-03 19:07:59,2019-04-03 19:13:19,3998,320.0,113,Bissell St & Armitage Ave,60,Dayton St & North Ave,Subscriber,Male,1984
22207392,2019-04-03 19:08:01,2019-04-03 19:11:34,1326,213.0,464,Damen Ave & Foster Ave,242,Damen Ave & Leland Ave,Subscriber,Female,1982
22207393,2019-04-03 19:08:02,2019-04-03 19:14:38,1733,396.0,287,Franklin St & Monroe St,636,Orleans St & Hubbard St (*),Subscriber,Male,1990
22207394,2019-04-03 19:08:06,2019-04-03 19:13:24,2911,318.0,113,Bissell St & Armitage Ave,60,Dayton St & North Ave,Subscriber,Male,1989
22207395,2019-04-03 19:08:10,2019-04-03 19:11:38,1195,208.0,98,LaSalle St & Washington St,174,Canal St & Madison St,Subscriber,Male,1955
22207397,2019-04-03 19:08:16,2019-04-03 19:12:29,6444,253.0,91,Clinton St & Washington Blvd,133,Kingsbury St & Kinzie St,Subscriber,Male,1978
22207399,2019-04-03 19:08:24,2019-04-03 19:14:55,666,391.0,20,Sheffield Ave & Kingsbury St,138,Clybourn Ave & Division St,Subscriber,Male,1971
22207400,2019-04-03 19:08:25,2019-04-03 19:13:16,611,291.0,188,Greenview Ave & Fullerton Ave,153,Southport Ave & Wellington Ave,Subscriber,Female,1994
22207401,2019-04-03 19:08:28,2019-04-03 19:11:30,5972,182.0,402,Shields Ave & 31st St,403,Wentworth Ave & 33rd St,Subscriber,Male,1982
22208970,2019-04-04 06:57:09,2019-04-04 07:01:25,4288,256.0,231,Sheridan Rd & Montrose Ave,256,Broadway & Sheridan Rd,Subscriber,Male,1982
22208971,2019-04-04 06:57:16,2019-04-04 07:03:07,5101,351.0,192,Canal St & Adams St,51,Clark St & Randolph St,Subscriber,Male,1962
22208972,2019-04-04 06:57:21,2019-04-04 07:11:05,3033,824.0,191,Canal St & Monroe St (*),161,Rush St & Superior St,Subscriber,Female,1962
22208973,2019-04-04 06:57:40,2019-04-04 07:04:00,1930,380.0,41,Federal St & Polk St,287,Franklin St & Monroe St,Subscriber,Male,1994
22208974,2019-04-04 06:57:53,2019-04-04 07:00:44,1429,171.0,88,Racine Ave & Randolph St,112,Green St & Randolph St,Subscriber,Male,1978
22208975,2019-04-04 06:57:59,2019-04-04 07:01:33,6072,214.0,115,Sheffield Ave & Wellington Ave,152,Lincoln Ave & Diversey Pkwy,Subscriber,Male,1991
22208976,2019-04-04 06:58:22,2019-04-04 07:11:06,619,764.0,291,Wells St & Evergreen Ave,44,State St & Randolph St,Subscriber,Male,1991
22208977,2019-04-04 06:58:26,2019-04-04 07:12:31,3581,845.0,307,Southport Ave & Clybourn Ave,182,Wells St & Elm St,Subscriber,Female,1996
22208978,2019-04-04 06:58:27,2019-04-04 07:03:33,2087,306.0,66,Clinton St & Lake St,107,Desplaines St & Jackson Blvd,Subscriber,Male,1974
22208981,2019-04-04 06:58:54,2019-04-04 07:07:28,1162,514.0,144,Larrabee St & Webster Ave,58,Marshfield Ave & Cortland St,Subscriber,Male,1996
22208983,2019-04-04 06:59:15,2019-04-04 07:03:35,4493,260.0,514,Ridge Blvd & Howard St,515,Paulina St & Howard St,Subscriber,Female,1956
22208984,2019-04-04 06:59:53,2019-04-04 07:11:11,2352,678.0,254,Pine Grove Ave & Irving Park Rd,230,Lincoln Ave & Roscoe St,Subscriber,Female,1960
22208985,2019-04-04 07:00:02,2019-04-04 07:02:49,2261,167.0,264,Stetson Ave & South Water St,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1954
22208986,2019-04-04 07:00:04,2019-04-04 07:04:46,254,282.0,36,Franklin St & Jackson Blvd,39,Wabash Ave & Adams St,Subscriber,Male,1966
22208987,2019-04-04 07:00:09,2019-04-04 07:08:52,6283,523.0,638,Clinton St & Jackson Blvd (*),55,Halsted St & Roosevelt Rd,Subscriber,Male,1997
22208988,2019-04-04 07:00:13,2019-04-04 07:05:46,3260,333.0,176,Clark St & Elm St,364,Larrabee St & Oak St,Subscriber,Female,1964
22208991,2019-04-04 07:00:28,2019-04-04 07:10:26,2894,598.0,192,Canal St & Adams St,74,Kingsbury St & Erie St,Subscriber,Female,1965
22208993,2019-04-04 07:00:34,2019-04-04 07:04:33,389,239.0,18,Wacker Dr & Washington St,636,Orleans St & Hubbard St (*),Subscriber,Male,1975
22208995,2019-04-04 07:00:45,2019-04-04 07:06:34,5929,349.0,301,Clark St & Schiller St,627,LaSalle Dr & Huron St (*),Subscriber,Male,1994
22208997,2019-04-04 07:00:52,2019-04-04 07:12:21,6110,689.0,110,Dearborn St & Erie St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1991
22209000,2019-04-04 07:00:58,2019-04-04 07:14:43,932,825.0,137,Morgan Ave & 14th Pl,36,Franklin St & Jackson Blvd,Subscriber,Male,1969
22209002,2019-04-04 07:01:14,2019-04-04 07:12:07,4250,653.0,77,Clinton St & Madison St,217,Racine Ave (May St) & Fulton St,Subscriber,Male,1987
22209003,2019-04-04 07:01:16,2019-04-04 07:04:56,1136,220.0,318,Southport Ave & Irving Park Rd,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1985
22209005,2019-04-04 07:01:34,2019-04-04 07:09:24,1530,470.0,16,Paulina Ave & North Ave,658,Leavitt St & Division St (*),Subscriber,Female,1993
22209006,2019-04-04 07:01:37,2019-04-04 07:09:08,667,451.0,41,Federal St & Polk St,638,Clinton St & Jackson Blvd (*),Subscriber,Male,1983
22209008,2019-04-04 07:01:55,2019-04-04 07:07:31,2692,336.0,359,Larrabee St & Division St,74,Kingsbury St & Erie St,Subscriber,Female,1983
22209009,2019-04-04 07:02:08,2019-04-04 07:04:35,1707,147.0,196,Cityfront Plaza Dr & Pioneer Ct,52,Michigan Ave & Lake St,Subscriber,Male,1995
22209010,2019-04-04 07:02:11,2019-04-04 07:06:50,1141,279.0,100,Orleans St & Merchandise Mart Plaza,56,Desplaines St & Kinzie St,Subscriber,Female,1963
22209011,2019-04-04 07:02:10,2019-04-04 07:22:54,6122,"1,244.0",305,Western Ave & Division St,98,LaSalle St & Washington St,Subscriber,Male,1988
22209014,2019-04-04 07:02:34,2019-04-04 07:05:27,1181,173.0,16,Paulina Ave & North Ave,333,Ashland Ave & Blackhawk St,Subscriber,Male,1991
22209015,2019-04-04 07:02:34,2019-04-04 07:16:15,2992,821.0,273,Michigan Ave & 18th St,49,Dearborn St & Monroe St,Subscriber,Female,1986
22209017,2019-04-04 07:02:58,2019-04-04 07:09:46,5447,408.0,212,Wells St & Hubbard St,286,Franklin St & Quincy St,Subscriber,Male,1992
22209018,2019-04-04 07:03:04,2019-04-04 07:07:58,2743,294.0,153,Southport Ave & Wellington Ave,115,Sheffield Ave & Wellington Ave,Subscriber,Male,1988
22209020,2019-04-04 07:03:23,2019-04-04 07:26:43,4663,"1,400.0",159,Claremont Ave & Hirsch St,286,Franklin St & Quincy St,Subscriber,Male,1990
22209021,2019-04-04 07:03:31,2019-04-04 07:10:23,6444,412.0,26,McClurg Ct & Illinois St,145,Mies van der Rohe Way & Chestnut St,Subscriber,Male,1977
22209022,2019-04-04 07:03:33,2019-04-04 07:11:44,6047,491.0,175,Wells St & Polk St,91,Clinton St & Washington Blvd,Subscriber,Male,1989
22209023,2019-04-04 07:03:46,2019-04-04 07:12:45,2481,539.0,255,Indiana Ave & Roosevelt Rd,39,Wabash Ave & Adams St,Subscriber,Female,1969
22209025,2019-04-04 07:03:47,2019-04-04 07:28:58,325,"1,511.0",308,Seeley Ave & Roscoe St,289,Wells St & Concord Ln,Subscriber,Male,1987
22209026,2019-04-04 07:04:13,2019-04-04 07:13:24,3793,551.0,91,Clinton St & Washington Blvd,110,Dearborn St & Erie St,Subscriber,Male,1976
22209031,2019-04-04 07:05:26,2019-04-04 07:22:39,143,"1,033.0",334,Lake Shore Dr & Belmont Ave,334,Lake Shore Dr & Belmont Ave,Subscriber,Male,1987
22209033,2019-04-04 07:05:33,2019-04-04 07:11:53,3104,380.0,174,Canal St & Madison St,40,LaSalle St & Adams St,Subscriber,Male,1982
22209035,2019-04-04 07:06:07,2019-04-04 07:16:11,3998,604.0,60,Dayton St & North Ave,69,Damen Ave & Pierce Ave,Subscriber,Male,1991
22209038,2019-04-04 07:06:17,2019-04-04 07:14:54,2715,517.0,36,Franklin St & Jackson Blvd,43,Michigan Ave & Washington St,Subscriber,Male,1960
22209039,2019-04-04 07:06:30,2019-04-04 07:11:07,4829,277.0,464,Damen Ave & Foster Ave,242,Damen Ave & Leland Ave,Subscriber,Male,1979
22209040,2019-04-04 07:06:38,2019-04-04 07:14:02,3579,444.0,195,Columbus Dr & Randolph St,211,St. Clair St & Erie St,Subscriber,Male,1956
22209041,2019-04-04 07:06:44,2019-04-04 07:18:21,6159,697.0,321,Wabash Ave & 9th St,192,Canal St & Adams St,Subscriber,Female,1984
22209044,2019-04-04 07:07:29,2019-04-04 07:18:15,4079,646.0,31,Franklin St & Chicago Ave,112,Green St & Randolph St,Subscriber,Female,1992
22209046,2019-04-04 07:07:44,2019-04-04 07:15:40,4709,476.0,174,Canal St & Madison St,31,Franklin St & Chicago Ave,Subscriber,Male,1981
22209048,2019-04-04 07:07:51,2019-04-04 07:13:28,5657,337.0,190,Southport Ave & Wrightwood Ave,67,Sheffield Ave & Fullerton Ave,Subscriber,Male,1994
22209049,2019-04-04 07:07:53,2019-04-04 07:23:53,215,960.0,110,Dearborn St & Erie St,192,Canal St & Adams St,Subscriber,Male,1987
22209052,2019-04-04 07:08:39,2019-04-04 07:13:09,2087,270.0,107,Desplaines St & Jackson Blvd,66,Clinton St & Lake St,Subscriber,Male,1971
22209053,2019-04-04 07:08:45,2019-04-04 07:17:54,5506,549.0,448,Warren Park East,447,Glenwood Ave & Morse Ave,Subscriber,,1989
22209055,2019-04-04 07:08:53,2019-04-04 07:26:34,2161,"1,061.0",168,Michigan Ave & 14th St,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1987
22209056,2019-04-04 07:08:57,2019-04-04 07:14:06,530,309.0,448,Warren Park East,432,Clark St & Lunt Ave,Subscriber,Female,1986
22209057,2019-04-04 07:08:58,2019-04-04 07:14:58,342,360.0,663,Lincolnwood Dr & Central St,601,Central St Metra,Subscriber,Male,1978
22209061,2019-04-04 07:09:20,2019-04-04 07:15:10,5035,350.0,56,Desplaines St & Kinzie St,53,Wells St & Huron St,Subscriber,Male,1992
22209064,2019-04-04 07:09:23,2019-04-04 07:13:47,5257,264.0,347,Ashland Ave & Grace St,244,Ravenswood Ave & Irving Park Rd,Subscriber,Male,1964
22209069,2019-04-04 07:10:07,2019-04-04 07:13:18,2952,191.0,159,Claremont Ave & Hirsch St,69,Damen Ave & Pierce Ave,Subscriber,Male,1991
22209070,2019-04-04 07:10:30,2019-04-04 07:15:22,1143,292.0,51,Clark St & Randolph St,174,Canal St & Madison St,Subscriber,Female,1983
22209071,2019-04-04 07:10:31,2019-04-04 07:17:16,2008,405.0,414,Canal St & Taylor St,91,Clinton St & Washington Blvd,Subscriber,Female,1991
22209072,2019-04-04 07:10:48,2019-04-04 07:19:10,1228,502.0,192,Canal St & Adams St,194,Wabash Ave & Wacker Pl,Subscriber,Male,1962
22209073,2019-04-04 07:10:59,2019-04-04 07:19:53,2033,534.0,211,St. Clair St & Erie St,291,Wells St & Evergreen Ave,Subscriber,Male,1994
22209076,2019-04-04 07:11:43,2019-04-04 07:19:29,3703,466.0,349,Halsted St & Wrightwood Ave,307,Southport Ave & Clybourn Ave,Subscriber,Female,1982
22209077,2019-04-04 07:11:53,2019-04-04 07:26:18,524,865.0,143,Sedgwick St & Webster Ave,212,Wells St & Hubbard St,Subscriber,Male,1985
22209079,2019-04-04 07:12:10,2019-04-04 07:15:17,5391,187.0,91,Clinton St & Washington Blvd,192,Canal St & Adams St,Subscriber,Female,1984
22209080,2019-04-04 07:12:19,2019-04-04 07:23:23,773,664.0,364,Larrabee St & Oak St,211,St. Clair St & Erie St,Subscriber,Male,1982
22209081,2019-04-04 07:12:22,2019-04-04 07:18:15,4643,353.0,374,Western Ave & Walton St,376,Artesian Ave & Hubbard St,Subscriber,Male,1992
22209082,2019-04-04 07:12:27,2019-04-04 07:22:18,4808,591.0,146,Loomis St & Jackson Blvd,36,Franklin St & Jackson Blvd,Subscriber,Male,1989
22209084,2019-04-04 07:12:33,2019-04-04 07:16:17,2300,224.0,119,Ashland Ave & Lake St (Temp),656,Damen Ave & Walnut (Lake) St (*),Subscriber,Male,1976
22210078,2019-04-04 08:50:52,2019-04-04 08:59:49,117,537.0,92,Carpenter St & Huron St,18,Wacker Dr & Washington St,Subscriber,Male,1980
22210079,2019-04-04 08:50:53,2019-04-04 08:59:08,2741,495.0,58,Marshfield Ave & Cortland St,327,Sheffield Ave & Webster Ave,Subscriber,Male,1977
22210080,2019-04-04 08:51:05,2019-04-04 08:56:37,460,332.0,182,Wells St & Elm St,212,Wells St & Hubbard St,Subscriber,Male,1992
22210081,2019-04-04 08:51:06,2019-04-04 09:04:03,4723,777.0,23,Orleans St & Elm St (*),174,Canal St & Madison St,Subscriber,Male,1981
22210082,2019-04-04 08:51:09,2019-04-04 08:59:32,2223,503.0,283,LaSalle St & Jackson Blvd,52,Michigan Ave & Lake St,Subscriber,Male,1967
22210083,2019-04-04 08:51:15,2019-04-04 09:15:28,2165,"1,453.0",222,Milwaukee Ave & Rockwell St,287,Franklin St & Monroe St,Subscriber,Male,1985
22210084,2019-04-04 08:51:16,2019-04-04 08:58:57,6123,461.0,30,Ashland Ave & Augusta Blvd,158,Milwaukee Ave & Wabansia Ave,Subscriber,Male,1991
22210086,2019-04-04 08:51:23,2019-04-04 09:01:39,6253,616.0,264,Stetson Ave & South Water St,40,LaSalle St & Adams St,Subscriber,Male,1987
22210087,2019-04-04 08:51:22,2019-04-04 08:59:43,1195,501.0,198,Green St & Madison St,346,Ada St & Washington Blvd,Subscriber,Male,1963
22210090,2019-04-04 08:51:30,2019-04-04 08:54:45,341,195.0,56,Desplaines St & Kinzie St,91,Clinton St & Washington Blvd,Subscriber,Male,1984
22210092,2019-04-04 08:51:44,2019-04-04 08:59:26,539,462.0,339,Emerald Ave & 31st St,403,Wentworth Ave & 33rd St,Subscriber,Male,1989
22210093,2019-04-04 08:51:51,2019-04-04 08:57:44,6043,353.0,192,Canal St & Adams St,198,Green St & Madison St,Subscriber,Female,1987
22210095,2019-04-04 08:51:56,2019-04-04 09:00:25,4224,509.0,192,Canal St & Adams St,43,Michigan Ave & Washington St,Subscriber,Male,1979
22210097,2019-04-04 08:52:00,2019-04-04 08:59:07,5528,427.0,638,Clinton St & Jackson Blvd (*),109,900 W Harrison St,Subscriber,Male,1970
22210098,2019-04-04 08:52:00,2019-04-04 08:57:12,3951,312.0,245,Clarendon Ave & Junior Ter,293,Broadway & Wilson Ave,Subscriber,Female,1964
22210099,2019-04-04 08:52:07,2019-04-04 08:55:11,3657,184.0,31,Franklin St & Chicago Ave,48,Larrabee St & Kingsbury St,Subscriber,Male,1992
22210100,2019-04-04 08:52:14,2019-04-04 09:28:29,4178,"2,175.0",501,Richmond St & Diversey Ave,18,Wacker Dr & Washington St,Subscriber,Male,1975
22210101,2019-04-04 08:52:21,2019-04-04 09:14:38,5044,"1,337.0",200,MLK Jr Dr & 47th St,247,Shore Dr & 55th St,Subscriber,Male,1972
22210102,2019-04-04 08:52:26,2019-04-04 09:11:21,2898,"1,135.0",143,Sedgwick St & Webster Ave,286,Franklin St & Quincy St,Subscriber,Male,1993
