01 - Rental Details Rental ID,01 - Rental Details Local Start Time,01 - Rental Details Local End Time,01 - Rental Details Bike ID,01 - Rental Details Duration In Seconds Uncapped,03 - Rental Start Station ID,03 - Rental Start Station Name,02 - Rental End Station ID,02 - Rental End Station Name,User Type,Member Gender,05 - Member Details Member Birthday Year
22187614,2019-04-02 06:15:13,2019-04-02 06:24:35,6170,562.0,91,Clinton St & Washington Blvd,284,Michigan Ave & Jackson Blvd,Subscriber,Male,1973
22187615,2019-04-02 06:15:17,2019-04-02 06:21:36,2965,379.0,91,Clinton St & Washington Blvd,48,Larrabee St & Kingsbury St,Subscriber,Male,1969
22187616,2019-04-02 06:15:19,2019-04-02 06:28:12,1753,773.0,52,Michigan Ave & Lake St,72,Wabash Ave & 16th St,Subscriber,Male,1973
22187617,2019-04-02 06:15:16,2019-04-02 06:22:06,57,410.0,210,Ashland Ave & Division St,69,Damen Ave & Pierce Ave,Subscriber,Male,1987
22187618,2019-04-02 06:15:28,2019-04-02 06:21:54,2008,386.0,89,Financial Pl & Ida B Wells Dr (Temp),108,Halsted St & Polk St,Subscriber,Male,1969
22187619,2019-04-02 06:15:37,2019-04-02 06:19:44,5121,247.0,174,Canal St & Madison St,37,Dearborn St & Adams St,Subscriber,Male,1961
22187620,2019-04-02 06:15:40,2019-04-02 06:21:03,5664,323.0,91,Clinton St & Washington Blvd,283,LaSalle St & Jackson Blvd,Subscriber,Male,1980
22187621,2019-04-02 06:15:58,2019-04-02 06:23:06,3803,428.0,91,Clinton St & Washington Blvd,31,Franklin St & Chicago Ave,Subscriber,Male,1982
22187622,2019-04-02 06:16:03,2019-04-02 06:17:55,4312,112.0,60,Dayton St & North Ave,20,Sheffield Ave & Kingsbury St,Subscriber,Male,1997
22187623,2019-04-02 06:16:21,2019-04-02 06:26:25,5365,604.0,182,Wells St & Elm St,91,Clinton St & Washington Blvd,Subscriber,,
22187624,2019-04-02 06:16:25,2019-04-02 06:30:42,6132,857.0,334,Lake Shore Dr & Belmont Ave,249,Montrose Harbor,Subscriber,Male,1987
22187625,2019-04-02 06:16:29,2019-04-02 06:22:01,4103,332.0,638,Clinton St & Jackson Blvd (*),112,Green St & Randolph St,Subscriber,Male,1963
22187626,2019-04-02 06:16:43,2019-04-02 06:32:02,3147,919.0,638,Clinton St & Jackson Blvd (*),211,St. Clair St & Erie St,Subscriber,Male,1964
22187627,2019-04-02 06:16:56,2019-04-02 06:22:14,4291,318.0,77,Clinton St & Madison St,89,Financial Pl & Ida B Wells Dr (Temp),Subscriber,Male,1969
22187628,2019-04-02 06:17:00,2019-04-02 06:26:30,1240,570.0,628,Walsh Park,327,Sheffield Ave & Webster Ave,Subscriber,Male,1968
22187629,2019-04-02 06:17:36,2019-04-02 06:21:31,140,235.0,229,Southport Ave & Roscoe St,632,Clark St & Newport St,Subscriber,Male,1994
22187630,2019-04-02 06:17:44,2019-04-02 06:31:15,4073,811.0,291,Wells St & Evergreen Ave,77,Clinton St & Madison St,Subscriber,Male,1992
22187631,2019-04-02 06:17:51,2019-04-02 06:30:12,966,741.0,192,Canal St & Adams St,7,Field Blvd & South Water St,Subscriber,Male,1977
22187632,2019-04-02 06:18:20,2019-04-02 06:27:22,5063,542.0,277,Ashland Ave & Grand Ave,376,Artesian Ave & Hubbard St,Subscriber,Male,1991
22187633,2019-04-02 06:18:32,2019-04-02 06:32:08,4086,816.0,91,Clinton St & Washington Blvd,331,Halsted St & Clybourn Ave (*),Subscriber,Male,1991
22187634,2019-04-02 06:18:35,2019-04-02 06:37:05,2233,"1,110.0",80,Aberdeen St & Monroe St,211,St. Clair St & Erie St,Subscriber,Female,1969
22187635,2019-04-02 06:18:38,2019-04-02 06:24:04,3851,326.0,174,Canal St & Madison St,43,Michigan Ave & Washington St,Subscriber,Male,1960
22187636,2019-04-02 06:18:47,2019-04-02 06:34:06,3579,919.0,174,Canal St & Madison St,211,St. Clair St & Erie St,Subscriber,Female,1984
22187637,2019-04-02 06:18:55,2019-04-02 06:33:59,5759,904.0,174,Canal St & Madison St,211,St. Clair St & Erie St,Subscriber,Male,1983
22187638,2019-04-02 06:18:57,2019-04-02 06:25:47,994,410.0,91,Clinton St & Washington Blvd,283,LaSalle St & Jackson Blvd,Subscriber,Male,1958
22187639,2019-04-02 06:19:16,2019-04-02 06:24:57,3318,341.0,192,Canal St & Adams St,37,Dearborn St & Adams St,Customer,Male,1993
22187640,2019-04-02 06:19:18,2019-04-02 06:29:58,4738,640.0,140,Dearborn Pkwy & Delaware Pl,174,Canal St & Madison St,Subscriber,Male,1984
22187641,2019-04-02 06:19:33,2019-04-02 06:32:46,6209,793.0,118,Sedgwick St & North Ave,58,Marshfield Ave & Cortland St,Subscriber,Male,1969
22187643,2019-04-02 06:19:46,2019-04-02 06:25:04,5970,318.0,245,Clarendon Ave & Junior Ter,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1993
22187644,2019-04-02 06:20:04,2019-04-02 06:38:07,770,"1,083.0",214,Damen Ave & Grand Ave,283,LaSalle St & Jackson Blvd,Subscriber,Male,1978
22187645,2019-04-02 06:20:05,2019-04-02 06:25:49,3949,344.0,89,Financial Pl & Ida B Wells Dr (Temp),255,Indiana Ave & Roosevelt Rd,Subscriber,Male,1970
22187646,2019-04-02 06:20:37,2019-04-02 06:24:34,2968,237.0,484,Monticello Ave & Irving Park Rd,489,Drake Ave & Addison St,Subscriber,Female,1982
22187647,2019-04-02 06:21:07,2019-04-02 06:59:39,3219,"2,312.0",324,Stockton Dr & Wrightwood Ave,287,Franklin St & Monroe St,Subscriber,Male,1987
22187648,2019-04-02 06:21:10,2019-04-02 06:23:40,479,150.0,296,Broadway & Belmont Ave,117,Wilton Ave & Belmont Ave,Subscriber,Male,1992
22187649,2019-04-02 06:21:46,2019-04-02 06:28:56,3084,430.0,44,State St & Randolph St,91,Clinton St & Washington Blvd,Customer,Male,1986
22187650,2019-04-02 06:22:20,2019-04-02 06:30:53,3619,513.0,174,Canal St & Madison St,71,Morgan St & Lake St,Subscriber,Male,1981
22187651,2019-04-02 06:22:34,2019-04-02 06:47:08,6098,"1,474.0",257,Lincoln Ave & Waveland Ave,31,Franklin St & Chicago Ave,Subscriber,Female,1991
22187652,2019-04-02 06:22:42,2019-04-02 06:35:02,2418,740.0,259,California Ave & Francis Pl,58,Marshfield Ave & Cortland St,Subscriber,Female,1985
22187653,2019-04-02 06:22:47,2019-04-02 06:36:40,2324,833.0,638,Clinton St & Jackson Blvd (*),255,Indiana Ave & Roosevelt Rd,Subscriber,Male,1956
22187654,2019-04-02 06:23:02,2019-04-02 06:32:40,5370,578.0,174,Canal St & Madison St,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1988
22187655,2019-04-02 06:22:01,2019-04-02 06:26:46,6332,285.0,66,Clinton St & Lake St,98,LaSalle St & Washington St,Subscriber,Male,1972
22187656,2019-04-02 06:23:22,2019-04-02 06:28:32,1535,310.0,152,Lincoln Ave & Diversey Pkwy,127,Lincoln Ave & Fullerton Ave,Subscriber,Male,1988
22187657,2019-04-02 06:23:28,2019-04-02 06:29:53,2865,385.0,174,Canal St & Madison St,52,Michigan Ave & Lake St,Subscriber,Male,1958
22187658,2019-04-02 06:23:33,2019-04-02 06:28:53,2433,320.0,313,Lakeview Ave & Fullerton Pkwy,141,Clark St & Lincoln Ave,Subscriber,Female,1991
22187659,2019-04-02 06:23:57,2019-04-02 06:35:45,1674,708.0,26,McClurg Ct & Illinois St,287,Franklin St & Monroe St,Subscriber,Male,1970
22187660,2019-04-02 06:23:57,2019-04-02 06:27:24,5353,207.0,344,Ravenswood Ave & Lawrence Ave,325,Clark St & Winnemac Ave,Subscriber,Male,1990
22187661,2019-04-02 06:23:58,2019-04-02 06:53:25,5207,"1,767.0",256,Broadway & Sheridan Rd,173,Mies van der Rohe Way & Chicago Ave,Subscriber,Male,1983
22187662,2019-04-02 06:24:15,2019-04-02 06:29:52,5294,337.0,628,Walsh Park,210,Ashland Ave & Division St,Subscriber,Male,1994
22187663,2019-04-02 06:24:58,2019-04-02 06:32:09,1384,431.0,192,Canal St & Adams St,71,Morgan St & Lake St,Subscriber,Male,1970
22187664,2019-04-02 06:24:59,2019-04-02 06:30:53,2955,354.0,164,Franklin St & Lake St,49,Dearborn St & Monroe St,Subscriber,Male,1964
22187665,2019-04-02 06:25:06,2019-04-02 06:33:45,5128,519.0,146,Loomis St & Jackson Blvd,77,Clinton St & Madison St,Subscriber,Male,1964
22187666,2019-04-02 06:25:50,2019-04-02 07:00:48,6074,"2,098.0",323,Sheridan Rd & Lawrence Ave,18,Wacker Dr & Washington St,Subscriber,Male,1969
22187667,2019-04-02 06:26:12,2019-04-02 06:30:41,1733,269.0,18,Wacker Dr & Washington St,43,Michigan Ave & Washington St,Subscriber,Male,1988
22187668,2019-04-02 06:26:58,2019-04-02 06:32:27,6361,329.0,308,Seeley Ave & Roscoe St,131,Lincoln Ave & Belmont Ave,Subscriber,Male,1987
22187669,2019-04-02 06:27:19,2019-04-02 06:36:05,938,526.0,636,Orleans St & Hubbard St (*),107,Desplaines St & Jackson Blvd,Subscriber,Female,1980
22187670,2019-04-02 06:27:44,2019-04-02 06:34:51,2842,427.0,48,Larrabee St & Kingsbury St,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1991
22187671,2019-04-02 06:27:52,2019-04-02 06:37:04,143,552.0,627,LaSalle Dr & Huron St (*),286,Franklin St & Quincy St,Subscriber,Male,1987
22187672,2019-04-02 06:27:52,2019-04-02 07:01:54,3322,"2,042.0",61,Wood St & Milwaukee Ave,369,Wood St & 35th St,Subscriber,Male,1973
22187673,2019-04-02 06:28:04,2019-04-02 06:39:25,2489,681.0,175,Wells St & Polk St,133,Kingsbury St & Kinzie St,Subscriber,Male,1981
22187675,2019-04-02 06:28:21,2019-04-02 06:38:04,6170,583.0,284,Michigan Ave & Jackson Blvd,414,Canal St & Taylor St,Subscriber,Male,1965
22187676,2019-04-02 06:28:33,2019-04-02 06:32:46,5783,253.0,349,Halsted St & Wrightwood Ave,87,Racine Ave & Fullerton Ave,Subscriber,Male,1992
22187677,2019-04-02 06:28:44,2019-04-02 06:49:50,3949,"1,266.0",255,Indiana Ave & Roosevelt Rd,192,Canal St & Adams St,Subscriber,Male,1961
22187678,2019-04-02 06:28:57,2019-04-02 06:36:41,6112,464.0,195,Columbus Dr & Randolph St,40,LaSalle St & Adams St,Subscriber,Male,1986
22187679,2019-04-02 06:28:57,2019-04-02 06:58:50,5189,"1,793.0",160,Campbell Ave & North Ave,47,State St & Kinzie St,Subscriber,Female,1986
22187680,2019-04-02 06:29:09,2019-04-02 06:54:36,2194,"1,527.0",319,Greenview Ave & Diversey Pkwy,329,Lake Shore Dr & Diversey Pkwy,Subscriber,Female,1991
22187681,2019-04-02 06:29:35,2019-04-02 06:52:22,1154,"1,367.0",153,Southport Ave & Wellington Ave,192,Canal St & Adams St,Subscriber,Male,1984
22187682,2019-04-02 06:29:48,2019-04-02 07:08:41,6198,"2,333.0",293,Broadway & Wilson Ave,283,LaSalle St & Jackson Blvd,Subscriber,Male,1982
22187683,2019-04-02 06:29:49,2019-04-02 06:35:38,1344,349.0,31,Franklin St & Chicago Ave,211,St. Clair St & Erie St,Subscriber,Male,1962
22187684,2019-04-02 06:29:53,2019-04-02 06:34:30,1442,277.0,284,Michigan Ave & Jackson Blvd,283,LaSalle St & Jackson Blvd,Subscriber,Male,1966
22187685,2019-04-02 06:30:15,2019-04-02 06:32:24,5679,129.0,327,Sheffield Ave & Webster Ave,225,Halsted St & Dickens Ave,Subscriber,Male,1993
22187686,2019-04-02 06:30:18,2019-04-02 06:39:05,4633,527.0,55,Halsted St & Roosevelt Rd,174,Canal St & Madison St,Subscriber,Male,1993
22187687,2019-04-02 06:30:21,2019-04-02 06:39:00,4115,519.0,55,Halsted St & Roosevelt Rd,174,Canal St & Madison St,Subscriber,Male,1992
22187688,2019-04-02 06:30:29,2019-04-02 06:35:14,1802,285.0,59,Wabash Ave & Roosevelt Rd,50,Clark St & Ida B Wells Dr,Subscriber,Male,1977
22187689,2019-04-02 06:30:35,2019-04-02 06:35:49,6110,314.0,153,Southport Ave & Wellington Ave,13,Wilton Ave & Diversey Pkwy,Subscriber,Male,1993
22187690,2019-04-02 06:31:36,2019-04-02 06:36:27,1009,291.0,127,Lincoln Ave & Fullerton Ave,220,Clark St & Drummond Pl,Subscriber,Female,1990
22187691,2019-04-02 06:31:36,2019-04-02 06:40:06,6383,510.0,246,Ashland Ave & Belle Plaine Ave,344,Ravenswood Ave & Lawrence Ave,Subscriber,Female,1975
22187692,2019-04-02 06:31:44,2019-04-02 06:53:08,6226,"1,284.0",366,Loomis St & Archer Ave,91,Clinton St & Washington Blvd,Subscriber,Male,1988
22187693,2019-04-02 06:32:16,2019-04-02 06:37:31,1659,315.0,175,Wells St & Polk St,414,Canal St & Taylor St,Subscriber,Male,1992
22187694,2019-04-02 06:32:22,2019-04-02 06:45:40,5532,798.0,241,Morgan St & Polk St,43,Michigan Ave & Washington St,Subscriber,Male,1990
22187695,2019-04-02 06:32:23,2019-04-02 06:44:17,624,714.0,321,Wabash Ave & 9th St,211,St. Clair St & Erie St,Subscriber,Male,1985
22187696,2019-04-02 06:32:27,2019-04-02 06:40:06,6256,459.0,91,Clinton St & Washington Blvd,39,Wabash Ave & Adams St,Subscriber,Male,1976
22187697,2019-04-02 06:32:31,2019-04-02 06:44:56,1980,745.0,225,Halsted St & Dickens Ave,85,Michigan Ave & Oak St,Subscriber,Male,1978
22187698,2019-04-02 06:32:56,2019-04-02 06:39:41,1474,405.0,626,Delano Ct & Roosevelt Rd,75,Canal St & Jackson Blvd,Subscriber,Female,1983
22187699,2019-04-02 06:33:05,2019-04-02 06:48:16,3389,911.0,91,Clinton St & Washington Blvd,342,Wolcott Ave & Polk St,Subscriber,Male,1978
22187700,2019-04-02 06:33:07,2019-04-02 06:40:53,6333,466.0,66,Clinton St & Lake St,197,Michigan Ave & Madison St,Subscriber,Male,1989
22187701,2019-04-02 06:33:20,2019-04-02 06:38:57,2140,337.0,133,Kingsbury St & Kinzie St,73,Jefferson St & Monroe St,Subscriber,Male,1984
22187702,2019-04-02 06:33:22,2019-04-02 06:43:02,5365,580.0,91,Clinton St & Washington Blvd,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1972
22187703,2019-04-02 06:33:23,2019-04-02 06:44:46,4097,683.0,91,Clinton St & Washington Blvd,55,Halsted St & Roosevelt Rd,Subscriber,Male,1966
22187704,2019-04-02 06:33:28,2019-04-02 06:45:53,5985,745.0,340,Clark St & Wrightwood Ave,182,Wells St & Elm St,Subscriber,Female,1988
22187705,2019-04-02 06:33:49,2019-04-02 06:45:07,4738,678.0,174,Canal St & Madison St,211,St. Clair St & Erie St,Subscriber,Male,1966
22187706,2019-04-02 06:33:51,2019-04-02 06:40:30,5884,399.0,50,Clark St & Ida B Wells Dr,125,Rush St & Hubbard St,Subscriber,Male,1986
22187707,2019-04-02 06:34:00,2019-04-02 06:51:22,4812,"1,042.0",62,McCormick Place,37,Dearborn St & Adams St,Subscriber,Female,1977
22187708,2019-04-02 06:34:01,2019-04-02 06:46:33,6123,752.0,72,Wabash Ave & 16th St,75,Canal St & Jackson Blvd,Subscriber,Male,1995
22187710,2019-04-02 06:34:27,2019-04-02 06:39:28,5831,301.0,77,Clinton St & Madison St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1969
22187711,2019-04-02 06:34:27,2019-04-02 06:46:37,5705,730.0,210,Ashland Ave & Division St,383,Paulina St & Flournoy St,Subscriber,Male,1989
22187712,2019-04-02 06:34:39,2019-04-02 06:40:23,4022,344.0,91,Clinton St & Washington Blvd,43,Michigan Ave & Washington St,Subscriber,Male,1965
22187713,2019-04-02 06:34:43,2019-04-02 06:47:31,5337,768.0,110,Dearborn St & Erie St,37,Dearborn St & Adams St,Subscriber,Male,1952
22187714,2019-04-02 06:34:54,2019-04-02 06:48:08,3724,794.0,180,Ritchie Ct & Banks St,133,Kingsbury St & Kinzie St,Subscriber,Female,1996
22187715,2019-04-02 06:35:11,2019-04-02 06:39:22,1742,251.0,333,Ashland Ave & Blackhawk St,58,Marshfield Ave & Cortland St,Subscriber,Male,1984
22187716,2019-04-02 06:35:13,2019-04-02 06:55:06,316,"1,193.0",349,Halsted St & Wrightwood Ave,71,Morgan St & Lake St,Subscriber,Male,1996
22187717,2019-04-02 06:35:17,2019-04-02 06:57:58,3744,"1,361.0",162,Damen Ave & Wellington Ave,186,Ogden Ave & Race Ave,Subscriber,Male,1988
22187718,2019-04-02 06:35:47,2019-04-02 06:59:46,3364,"1,439.0",458,Broadway & Thorndale Ave,254,Pine Grove Ave & Irving Park Rd,Customer,,
22187719,2019-04-02 06:35:56,2019-04-02 06:49:47,5244,831.0,625,Chicago Ave & Dempster St,432,Clark St & Lunt Ave,Subscriber,Female,1959
22187720,2019-04-02 06:36:03,2019-04-02 06:50:40,2788,877.0,283,LaSalle St & Jackson Blvd,97,Field Museum,Subscriber,Female,1962
22187721,2019-04-02 06:36:16,2019-04-02 06:54:14,2849,"1,078.0",28,Larrabee St & Menomonee St,7,Field Blvd & South Water St,Subscriber,Male,1989
22187722,2019-04-02 06:36:20,2019-04-02 06:38:47,1668,147.0,53,Wells St & Huron St,110,Dearborn St & Erie St,Subscriber,Male,1981
22187723,2019-04-02 06:36:56,2019-04-02 06:43:11,5892,375.0,174,Canal St & Madison St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1955
22187724,2019-04-02 06:37:06,2019-04-02 06:38:59,1193,113.0,111,Sedgwick St & Huron St,53,Wells St & Huron St,Subscriber,Male,1988
22187725,2019-04-02 06:37:09,2019-04-02 06:52:16,6108,907.0,224,Halsted St & Willow St,173,Mies van der Rohe Way & Chicago Ave,Subscriber,Female,1992
22187726,2019-04-02 06:37:45,2019-04-02 06:49:39,3619,714.0,71,Morgan St & Lake St,24,Fairbanks Ct & Grand Ave,Subscriber,Male,1989
22187727,2019-04-02 06:37:46,2019-04-02 06:43:49,1409,363.0,91,Clinton St & Washington Blvd,283,LaSalle St & Jackson Blvd,Subscriber,Male,1959
22187728,2019-04-02 06:38:02,2019-04-02 06:49:18,2477,676.0,192,Canal St & Adams St,29,Noble St & Milwaukee Ave,Subscriber,Male,1987
22187729,2019-04-02 06:38:15,2019-04-02 06:45:29,5491,434.0,26,McClurg Ct & Illinois St,52,Michigan Ave & Lake St,Subscriber,Male,1991
22187730,2019-04-02 06:38:16,2019-04-02 06:46:09,3366,473.0,192,Canal St & Adams St,43,Michigan Ave & Washington St,Subscriber,Male,1974
22187731,2019-04-02 06:38:19,2019-04-02 06:44:25,4916,366.0,91,Clinton St & Washington Blvd,52,Michigan Ave & Lake St,Subscriber,Male,1959
22187732,2019-04-02 06:38:37,2019-04-02 06:42:00,249,203.0,145,Mies van der Rohe Way & Chestnut St,106,State St & Pearson St,Subscriber,Female,1995
22187733,2019-04-02 06:38:55,2019-04-02 06:52:31,4184,816.0,218,Wells St & 19th St,77,Clinton St & Madison St,Subscriber,Male,1979
22187734,2019-04-02 06:39:04,2019-04-02 06:48:33,708,569.0,106,State St & Pearson St,40,LaSalle St & Adams St,Subscriber,Male,1982
22187735,2019-04-02 06:39:04,2019-04-02 06:50:23,2794,679.0,75,Canal St & Jackson Blvd,195,Columbus Dr & Randolph St,Subscriber,Male,1989
22187736,2019-04-02 06:39:08,2019-04-02 06:42:08,4560,180.0,91,Clinton St & Washington Blvd,98,LaSalle St & Washington St,Subscriber,Male,1959
22187737,2019-04-02 06:39:09,2019-04-02 06:46:48,5917,459.0,192,Canal St & Adams St,133,Kingsbury St & Kinzie St,Subscriber,Male,1975
22187738,2019-04-02 06:39:26,2019-04-02 06:52:43,3238,797.0,93,Sheffield Ave & Willow St,91,Clinton St & Washington Blvd,Subscriber,Male,1970
22187741,2019-04-02 06:40:02,2019-04-02 06:49:47,6247,585.0,627,LaSalle Dr & Huron St (*),286,Franklin St & Quincy St,Subscriber,Male,1962
22187742,2019-04-02 06:40:06,2019-04-02 06:42:15,3259,129.0,240,Sheridan Rd & Irving Park Rd,254,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1985
22187743,2019-04-02 06:40:06,2019-04-02 07:15:53,6166,"2,147.0",168,Michigan Ave & 14th St,328,Ellis Ave & 58th St,Subscriber,Male,1963
22187744,2019-04-02 06:40:10,2019-04-02 06:51:14,6089,664.0,186,Ogden Ave & Race Ave,173,Mies van der Rohe Way & Chicago Ave,Subscriber,Male,1987
22187745,2019-04-02 06:40:13,2019-04-02 06:47:55,4310,462.0,192,Canal St & Adams St,197,Michigan Ave & Madison St,Subscriber,Male,1969
22187746,2019-04-02 06:40:25,2019-04-02 06:49:29,3599,544.0,285,Wood St & Hubbard St,621,Aberdeen St & Randolph St,Subscriber,Male,1975
22187747,2019-04-02 06:40:34,2019-04-02 07:54:42,6453,"4,448.0",165,Clark St & Grace St,165,Clark St & Grace St,Subscriber,Female,1994
22187748,2019-04-02 06:40:40,2019-04-02 06:43:46,1615,186.0,74,Kingsbury St & Erie St,133,Kingsbury St & Kinzie St,Subscriber,Male,1987
22187749,2019-04-02 06:40:41,2019-04-02 06:47:36,493,415.0,323,Sheridan Rd & Lawrence Ave,344,Ravenswood Ave & Lawrence Ave,Subscriber,,
22187750,2019-04-02 06:40:43,2019-04-02 06:46:57,6397,374.0,92,Carpenter St & Huron St,133,Kingsbury St & Kinzie St,Subscriber,Female,1992
22187751,2019-04-02 06:40:47,2019-04-02 07:02:24,1742,"1,297.0",58,Marshfield Ave & Cortland St,98,LaSalle St & Washington St,Subscriber,Male,1970
22187752,2019-04-02 06:40:57,2019-04-02 06:49:04,958,487.0,339,Emerald Ave & 31st St,403,Wentworth Ave & 33rd St,Subscriber,Female,1947
22187753,2019-04-02 06:40:58,2019-04-02 07:01:02,340,"1,204.0",458,Broadway & Thorndale Ave,459,Lakefront Trail & Bryn Mawr Ave,Customer,,
22187754,2019-04-02 06:41:08,2019-04-02 06:56:10,4885,902.0,77,Clinton St & Madison St,273,Michigan Ave & 18th St,Subscriber,Male,1963
22187755,2019-04-02 06:41:09,2019-04-02 06:56:29,547,920.0,87,Racine Ave & Fullerton Ave,176,Clark St & Elm St,Subscriber,Male,1992
22187756,2019-04-02 06:41:15,2019-04-02 06:47:40,1802,385.0,50,Clark St & Ida B Wells Dr,52,Michigan Ave & Lake St,Subscriber,Male,1960
22187758,2019-04-02 06:41:24,2019-04-02 06:52:37,338,673.0,192,Canal St & Adams St,168,Michigan Ave & 14th St,Subscriber,Male,1969
22187760,2019-04-02 06:41:35,2019-04-02 06:54:54,3505,799.0,89,Financial Pl & Ida B Wells Dr (Temp),217,Racine Ave (May St) & Fulton St,Subscriber,Male,1966
22187761,2019-04-02 06:41:45,2019-04-02 06:44:46,3648,181.0,107,Desplaines St & Jackson Blvd,96,Desplaines St & Randolph St,Subscriber,Male,1990
22187762,2019-04-02 06:41:49,2019-04-02 06:44:24,5668,155.0,306,Sheridan Rd & Buena Ave,240,Sheridan Rd & Irving Park Rd,Subscriber,Female,1984
22187763,2019-04-02 06:41:53,2019-04-02 06:49:47,2640,474.0,50,Clark St & Ida B Wells Dr,264,Stetson Ave & South Water St,Subscriber,Male,1964
22187764,2019-04-02 06:42:10,2019-04-02 06:54:06,4211,716.0,195,Columbus Dr & Randolph St,71,Morgan St & Lake St,Subscriber,Male,1987
22187765,2019-04-02 06:42:10,2019-04-02 06:49:19,1659,429.0,414,Canal St & Taylor St,39,Wabash Ave & Adams St,Subscriber,Female,1990
22187766,2019-04-02 06:42:11,2019-04-02 06:53:31,5689,680.0,129,Blue Island Ave & 18th St,638,Clinton St & Jackson Blvd (*),Subscriber,Male,1977
22187767,2019-04-02 06:42:16,2019-04-02 06:47:38,3641,322.0,321,Wabash Ave & 9th St,72,Wabash Ave & 16th St,Subscriber,Male,1976
22187768,2019-04-02 06:42:16,2019-04-02 06:46:01,2348,225.0,464,Damen Ave & Foster Ave,242,Damen Ave & Leland Ave,Subscriber,Male,1979
22187769,2019-04-02 06:42:15,2019-04-02 06:48:28,5551,373.0,320,Loomis St & Lexington St,55,Halsted St & Roosevelt Rd,Subscriber,Male,1996
22187770,2019-04-02 06:42:21,2019-04-02 07:06:33,579,"1,452.0",19,Loomis St & Taylor St (*),43,Michigan Ave & Washington St,Subscriber,Male,1986
22187771,2019-04-02 06:42:33,2019-04-02 06:55:10,6157,757.0,160,Campbell Ave & North Ave,307,Southport Ave & Clybourn Ave,Subscriber,Male,1991
22187772,2019-04-02 06:42:34,2019-04-02 06:49:11,69,397.0,377,Kedzie Ave & Lake St,518,Conservatory Dr & Lake St,Subscriber,Female,1964
22187773,2019-04-02 06:42:50,2019-04-02 06:57:43,2884,893.0,94,Clark St & Armitage Ave,212,Wells St & Hubbard St,Subscriber,Male,1986
22187774,2019-04-02 06:42:53,2019-04-02 06:58:01,1235,908.0,220,Clark St & Drummond Pl,307,Southport Ave & Clybourn Ave,Subscriber,Female,1971
22187775,2019-04-02 06:42:50,2019-04-02 06:45:44,4873,174.0,449,Clark St & Columbia Ave,432,Clark St & Lunt Ave,Subscriber,Male,1967
22187776,2019-04-02 06:42:59,2019-04-02 06:47:57,1919,298.0,80,Aberdeen St & Monroe St,73,Jefferson St & Monroe St,Subscriber,Female,1986
22187777,2019-04-02 06:43:09,2019-04-02 06:47:40,1474,271.0,75,Canal St & Jackson Blvd,109,900 W Harrison St,Customer,,
22187778,2019-04-02 06:43:11,2019-04-02 06:58:46,2746,935.0,301,Clark St & Schiller St,98,LaSalle St & Washington St,Subscriber,Female,1965
22187779,2019-04-02 06:43:18,2019-04-02 06:47:19,4899,241.0,354,Sheridan Rd & Greenleaf Ave,525,Glenwood Ave & Touhy Ave,Subscriber,Female,1989
22187780,2019-04-02 06:42:52,2019-04-02 06:49:27,533,395.0,41,Federal St & Polk St,75,Canal St & Jackson Blvd,Subscriber,Female,1992
22187781,2019-04-02 06:43:26,2019-04-02 06:52:12,3422,526.0,18,Wacker Dr & Washington St,43,Michigan Ave & Washington St,Subscriber,Male,1987
22187782,2019-04-02 06:43:27,2019-04-02 06:51:06,6182,459.0,547,Ashland Ave & Pershing Rd,552,Ashland Ave & McDowell Ave,Subscriber,Male,1977
22187783,2019-04-02 06:43:28,2019-04-02 06:56:49,4197,801.0,192,Canal St & Adams St,6,Dusable Harbor,Subscriber,Male,1978
22187784,2019-04-02 06:43:30,2019-04-02 06:46:33,401,183.0,301,Clark St & Schiller St,176,Clark St & Elm St,Subscriber,Male,1977
22187786,2019-04-02 06:43:36,2019-04-02 06:47:47,5209,251.0,18,Wacker Dr & Washington St,636,Orleans St & Hubbard St (*),Subscriber,Male,1975
22187788,2019-04-02 06:43:41,2019-04-02 06:54:43,650,662.0,80,Aberdeen St & Monroe St,48,Larrabee St & Kingsbury St,Subscriber,Male,1981
22187789,2019-04-02 06:43:43,2019-04-02 06:52:15,3164,512.0,192,Canal St & Adams St,47,State St & Kinzie St,Subscriber,Male,1966
22187790,2019-04-02 06:43:46,2019-04-02 06:53:29,6174,583.0,638,Clinton St & Jackson Blvd (*),55,Halsted St & Roosevelt Rd,Subscriber,Male,1997
22187791,2019-04-02 06:43:49,2019-04-02 06:53:22,630,573.0,138,Clybourn Ave & Division St,133,Kingsbury St & Kinzie St,Subscriber,Male,1993
22187792,2019-04-02 06:43:52,2019-04-02 06:53:51,5168,599.0,337,Clark St & Chicago Ave,331,Halsted St & Clybourn Ave (*),Subscriber,Male,1991
22187793,2019-04-02 06:44:02,2019-04-02 06:52:41,4861,519.0,125,Rush St & Hubbard St,174,Canal St & Madison St,Subscriber,Male,1994
